dgp,delta,n,method,B_total,B_valid,coverage,coverage_mc_se,avg_width,median_width,bias,rmse,se_mean,theta_true
DGP1_nonlinearity,0.75,5000,Bootstrap_t,2000,2000,0.9455,0.005076,0.1421,0.141636,-0.000685,0.036837,0.036356,1.0
DGP1_nonlinearity,1.0,50,Naive_OLS,2000,2000,0.688,0.01036,0.959276,0.951869,-0.013041,0.467176,0.23855,1.0
DGP1_nonlinearity,1.0,50,Sandwich_HC0,2000,2000,0.8975,0.006782,1.561438,1.475019,-0.013041,0.467176,0.388295,1.0
DGP1_nonlinearity,1.0,50,Sandwich_HC3,2000,2000,0.933,0.005591,1.803544,1.667259,-0.013041,0.467176,0.448501,1.0
DGP1_nonlinearity,1.0,50,Bayesian,2000,2000,0.688,0.01036,0.959276,0.951869,-0.013041,0.467176,0.23855,1.0
DGP1_nonlinearity,1.0,50,AMRI,2000,2000,0.9375,0.005413,1.886191,1.750622,-0.013041,0.467176,0.469054,1.0
DGP1_nonlinearity,1.0,50,Pairs_Bootstrap,2000,2000,0.914,0.006269,1.522933,1.453181,-0.013041,0.467176,0.394691,1.0
DGP1_nonlinearity,1.0,50,Wild_Bootstrap,2000,2000,0.8665,0.007605,1.425176,1.367718,-0.013041,0.467176,0.387935,1.0
DGP1_nonlinearity,1.0,50,Bootstrap_t,2000,2000,0.934,0.005552,2.193428,1.88309,-0.013041,0.467176,0.448501,1.0
DGP1_nonlinearity,1.0,100,Naive_OLS,2000,2000,0.6935,0.010309,0.677168,0.671482,-0.009938,0.330877,0.170617,1.0
DGP1_nonlinearity,1.0,100,Sandwich_HC0,2000,2000,0.918,0.006135,1.185478,1.132216,-0.009938,0.330877,0.298689,1.0
DGP1_nonlinearity,1.0,100,Sandwich_HC3,2000,2000,0.938,0.005392,1.278865,1.209855,-0.009938,0.330877,0.322219,1.0
DGP1_nonlinearity,1.0,100,Bayesian,2000,2000,0.6935,0.010309,0.677168,0.671482,-0.009938,0.330877,0.170617,1.0
DGP1_nonlinearity,1.0,100,AMRI,2000,2000,0.9495,0.004896,1.342641,1.270348,-0.009938,0.330877,0.338288,1.0
DGP1_nonlinearity,1.0,100,Pairs_Bootstrap,2000,2000,0.9225,0.005979,1.158272,1.115943,-0.009938,0.330877,0.298689,1.0
DGP1_nonlinearity,1.0,100,Wild_Bootstrap,2000,2000,0.9035,0.006603,1.122845,1.087724,-0.009938,0.330877,0.298375,1.0
DGP1_nonlinearity,1.0,100,Bootstrap_t,2000,2000,0.934,0.005552,1.427338,1.302215,-0.009938,0.330877,0.322219,1.0
DGP1_nonlinearity,1.0,250,Naive_OLS,2000,2000,0.689,0.010351,0.429429,0.428552,-0.008804,0.211022,0.109016,1.0
DGP1_nonlinearity,1.0,250,Sandwich_HC0,2000,2000,0.937,0.005433,0.790797,0.772241,-0.008804,0.211022,0.200753,1.0
DGP1_nonlinearity,1.0,250,Sandwich_HC3,2000,2000,0.945,0.005098,0.816153,0.795567,-0.008804,0.211022,0.20719,1.0
DGP1_nonlinearity,1.0,250,Bayesian,2000,2000,0.689,0.010351,0.429429,0.428552,-0.008804,0.211022,0.109016,1.0
DGP1_nonlinearity,1.0,250,AMRI,2000,2000,0.9545,0.00466,0.856961,0.835345,-0.008804,0.211022,0.21755,1.0
DGP1_nonlinearity,1.0,250,Pairs_Bootstrap,2000,2000,0.9345,0.005532,0.779859,0.76211,-0.008804,0.211022,0.200034,1.0
DGP1_nonlinearity,1.0,250,Wild_Bootstrap,2000,2000,0.9255,0.005872,0.769706,0.753345,-0.008804,0.211022,0.200577,1.0
DGP1_nonlinearity,1.0,250,Bootstrap_t,2000,2000,0.933,0.005591,0.851389,0.818911,-0.008804,0.211022,0.20719,1.0
DGP1_nonlinearity,1.0,500,Naive_OLS,2000,2000,0.6965,0.010281,0.303545,0.303393,-0.003732,0.14696,0.077248,1.0
DGP1_nonlinearity,1.0,500,Sandwich_HC0,2000,2000,0.9485,0.004942,0.569975,0.561862,-0.003732,0.14696,0.145051,1.0
DGP1_nonlinearity,1.0,500,Sandwich_HC3,2000,2000,0.9515,0.004804,0.579302,0.570614,-0.003732,0.14696,0.147425,1.0
DGP1_nonlinearity,1.0,500,Bayesian,2000,2000,0.6965,0.010281,0.303545,0.303393,-0.003732,0.14696,0.077248,1.0
DGP1_nonlinearity,1.0,500,AMRI,2000,2000,0.965,0.004109,0.608267,0.599145,-0.003732,0.14696,0.154796,1.0
DGP1_nonlinearity,1.0,500,Pairs_Bootstrap,2000,2000,0.9475,0.004987,0.564452,0.557502,-0.003732,0.14696,0.144633,1.0
DGP1_nonlinearity,1.0,500,Wild_Bootstrap,2000,2000,0.94,0.00531,0.560595,0.554329,-0.003732,0.14696,0.14489,1.0
DGP1_nonlinearity,1.0,500,Bootstrap_t,2000,2000,0.9455,0.005076,0.590632,0.579243,-0.003732,0.14696,0.147425,1.0
DGP1_nonlinearity,1.0,1000,Naive_OLS,2000,2000,0.696,0.010286,0.214456,0.214162,-0.001305,0.103249,0.054643,1.0
DGP1_nonlinearity,1.0,1000,Sandwich_HC0,2000,2000,0.9525,0.004756,0.405613,0.40117,-0.001305,0.103249,0.103349,1.0
DGP1_nonlinearity,1.0,1000,Sandwich_HC3,2000,2000,0.9545,0.00466,0.408942,0.404387,-0.001305,0.103249,0.104197,1.0
DGP1_nonlinearity,1.0,1000,Bayesian,2000,2000,0.696,0.010286,0.214456,0.214162,-0.001305,0.103249,0.054643,1.0
DGP1_nonlinearity,1.0,1000,AMRI,2000,2000,0.966,0.004052,0.429389,0.424606,-0.001305,0.103249,0.109407,1.0
DGP1_nonlinearity,1.0,1000,Pairs_Bootstrap,2000,2000,0.9455,0.005076,0.40261,0.398964,-0.001305,0.103249,0.10309,1.0
DGP1_nonlinearity,1.0,1000,Wild_Bootstrap,2000,2000,0.946,0.005054,0.401131,0.396067,-0.001305,0.103249,0.103218,1.0
DGP1_nonlinearity,1.0,1000,Bootstrap_t,2000,2000,0.948,0.004965,0.411597,0.40651,-0.001305,0.103249,0.104197,1.0
DGP1_nonlinearity,1.0,5000,Naive_OLS,2000,2000,0.6855,0.010382,0.095981,0.095989,-0.000868,0.047393,0.024479,1.0
DGP1_nonlinearity,1.0,5000,Sandwich_HC0,2000,2000,0.9465,0.005032,0.183369,0.183111,-0.000868,0.047393,0.046767,1.0
DGP1_nonlinearity,1.0,5000,Sandwich_HC3,2000,2000,0.9465,0.005032,0.183675,0.183403,-0.000868,0.047393,0.046845,1.0
DGP1_nonlinearity,1.0,5000,Bayesian,2000,2000,0.6855,0.010382,0.095981,0.095989,-0.000868,0.047393,0.024479,1.0
DGP1_nonlinearity,1.0,5000,AMRI,2000,2000,0.963,0.004221,0.192859,0.192573,-0.000868,0.047393,0.049188,1.0
DGP1_nonlinearity,1.0,5000,Pairs_Bootstrap,2000,2000,0.9475,0.004987,0.182369,0.181964,-0.000868,0.047393,0.046728,1.0
DGP1_nonlinearity,1.0,5000,Wild_Bootstrap,2000,2000,0.9485,0.004942,0.182181,0.181771,-0.000868,0.047393,0.046734,1.0
DGP1_nonlinearity,1.0,5000,Bootstrap_t,2000,2000,0.9465,0.005032,0.183111,0.182478,-0.000868,0.047393,0.046845,1.0
DGP2_heavy_tails,0.0,50,Naive_OLS,2000,2000,0.945,0.005098,0.577576,0.572835,0.002067,0.14648,0.14363,1.0
DGP2_heavy_tails,0.0,50,Sandwich_HC0,2000,2000,0.924,0.005926,0.550268,0.541455,0.002067,0.14648,0.136839,1.0
DGP2_heavy_tails,0.0,50,Sandwich_HC3,2000,2000,0.9445,0.00512,0.596512,0.585606,0.002067,0.14648,0.148339,1.0
DGP2_heavy_tails,0.0,50,Bayesian,2000,2000,0.945,0.005098,0.577576,0.572835,0.002067,0.14648,0.14363,1.0
DGP2_heavy_tails,0.0,50,AMRI,2000,2000,0.9445,0.00512,0.590002,0.5756,0.002067,0.14648,0.14672,1.0
DGP2_heavy_tails,0.0,50,Pairs_Bootstrap,2000,2000,0.929,0.005743,0.557989,0.551481,0.002067,0.14648,0.142438,1.0
DGP2_heavy_tails,0.0,50,Wild_Bootstrap,2000,2000,0.908,0.006463,0.526405,0.520093,0.002067,0.14648,0.136692,1.0
DGP2_heavy_tails,0.0,50,Bootstrap_t,2000,2000,0.9385,0.005372,0.606585,0.585283,0.002067,0.14648,0.148339,1.0
DGP2_heavy_tails,0.0,100,Naive_OLS,2000,2000,0.955,0.004635,0.400002,0.3978,0.002045,0.100093,0.100783,1.0
DGP2_heavy_tails,0.0,100,Sandwich_HC0,2000,2000,0.9405,0.00529,0.390954,0.387309,0.002045,0.100093,0.098503,1.0
DGP2_heavy_tails,0.0,100,Sandwich_HC3,2000,2000,0.9505,0.00485,0.406877,0.40314,0.002045,0.100093,0.102515,1.0
DGP2_heavy_tails,0.0,100,Bayesian,2000,2000,0.955,0.004635,0.400002,0.3978,0.002045,0.100093,0.100783,1.0
DGP2_heavy_tails,0.0,100,AMRI,2000,2000,0.9545,0.00466,0.405399,0.400701,0.002045,0.100093,0.102143,1.0
DGP2_heavy_tails,0.0,100,Pairs_Bootstrap,2000,2000,0.939,0.005352,0.391741,0.388345,0.002045,0.100093,0.100174,1.0
DGP2_heavy_tails,0.0,100,Wild_Bootstrap,2000,2000,0.9365,0.005453,0.381952,0.379017,0.002045,0.100093,0.098432,1.0
DGP2_heavy_tails,0.0,100,Bootstrap_t,2000,2000,0.949,0.004919,0.407521,0.401901,0.002045,0.100093,0.102515,1.0
DGP2_heavy_tails,0.0,250,Naive_OLS,2000,2000,0.949,0.004919,0.249705,0.249488,0.000367,0.063952,0.063391,1.0
DGP2_heavy_tails,0.0,250,Sandwich_HC0,2000,2000,0.9425,0.005205,0.247156,0.246609,0.000367,0.063952,0.062743,1.0
DGP2_heavy_tails,0.0,250,Sandwich_HC3,2000,2000,0.946,0.005054,0.251148,0.250577,0.000367,0.063952,0.063757,1.0
DGP2_heavy_tails,0.0,250,Bayesian,2000,2000,0.949,0.004919,0.249705,0.249488,0.000367,0.063952,0.063391,1.0
DGP2_heavy_tails,0.0,250,AMRI,2000,2000,0.9485,0.004942,0.250896,0.249865,0.000367,0.063952,0.063693,1.0
DGP2_heavy_tails,0.0,250,Pairs_Bootstrap,2000,2000,0.941,0.005269,0.246756,0.246194,0.000367,0.063952,0.063108,1.0
DGP2_heavy_tails,0.0,250,Wild_Bootstrap,2000,2000,0.9355,0.005493,0.244373,0.243494,0.000367,0.063952,0.062716,1.0
DGP2_heavy_tails,0.0,250,Bootstrap_t,2000,2000,0.9405,0.00529,0.250625,0.249503,0.000367,0.063952,0.063757,1.0
DGP2_heavy_tails,0.0,500,Naive_OLS,2000,2000,0.9535,0.004708,0.175981,0.175747,0.000165,0.044131,0.044785,1.0
DGP2_heavy_tails,0.0,500,Sandwich_HC0,2000,2000,0.954,0.004684,0.175117,0.174654,0.000165,0.044131,0.044565,1.0
DGP2_heavy_tails,0.0,500,Sandwich_HC3,2000,2000,0.955,0.004635,0.176524,0.176031,0.000165,0.044131,0.044923,1.0
DGP2_heavy_tails,0.0,500,Bayesian,2000,2000,0.9535,0.004708,0.175981,0.175747,0.000165,0.044131,0.044785,1.0
DGP2_heavy_tails,0.0,500,AMRI,2000,2000,0.954,0.004684,0.176862,0.175925,0.000165,0.044131,0.045009,1.0
DGP2_heavy_tails,0.0,500,Pairs_Bootstrap,2000,2000,0.9545,0.00466,0.174493,0.173895,0.000165,0.044131,0.044673,1.0
DGP2_heavy_tails,0.0,500,Wild_Bootstrap,2000,2000,0.9515,0.004804,0.173606,0.173042,0.000165,0.044131,0.044544,1.0
DGP2_heavy_tails,0.0,500,Bootstrap_t,2000,2000,0.9535,0.004708,0.175868,0.175092,0.000165,0.044131,0.044923,1.0
DGP2_heavy_tails,0.0,1000,Naive_OLS,2000,2000,0.9385,0.005372,0.124217,0.124036,0.000445,0.032447,0.03165,1.0
DGP2_heavy_tails,0.0,1000,Sandwich_HC0,2000,2000,0.938,0.005392,0.123872,0.123861,0.000445,0.032447,0.031562,1.0
DGP2_heavy_tails,0.0,1000,Sandwich_HC3,2000,2000,0.9385,0.005372,0.124368,0.124329,0.000445,0.032447,0.031689,1.0
DGP2_heavy_tails,0.0,1000,Bayesian,2000,2000,0.9385,0.005372,0.124217,0.124036,0.000445,0.032447,0.03165,1.0
DGP2_heavy_tails,0.0,1000,AMRI,2000,2000,0.9385,0.005372,0.124593,0.124164,0.000445,0.032447,0.031746,1.0
DGP2_heavy_tails,0.0,1000,Pairs_Bootstrap,2000,2000,0.935,0.005512,0.123401,0.123361,0.000445,0.032447,0.031578,1.0
DGP2_heavy_tails,0.0,1000,Wild_Bootstrap,2000,2000,0.9385,0.005372,0.123222,0.123205,0.000445,0.032447,0.031557,1.0
DGP2_heavy_tails,0.0,1000,Bootstrap_t,2000,2000,0.935,0.005512,0.123846,0.123703,0.000445,0.032447,0.031689,1.0
DGP2_heavy_tails,0.0,5000,Naive_OLS,2000,2000,0.937,0.005433,0.05548,0.05548,-0.000136,0.014584,0.01415,1.0
DGP2_heavy_tails,0.0,5000,Sandwich_HC0,2000,2000,0.9385,0.005372,0.055471,0.055466,-0.000136,0.014584,0.014148,1.0
DGP2_heavy_tails,0.0,5000,Sandwich_HC3,2000,2000,0.9385,0.005372,0.055515,0.055511,-0.000136,0.014584,0.014159,1.0
DGP2_heavy_tails,0.0,5000,Bayesian,2000,2000,0.937,0.005433,0.05548,0.05548,-0.000136,0.014584,0.01415,1.0
DGP2_heavy_tails,0.0,5000,AMRI,2000,2000,0.9385,0.005372,0.055632,0.055525,-0.000136,0.014584,0.014189,1.0
DGP2_heavy_tails,0.0,5000,Pairs_Bootstrap,2000,2000,0.9355,0.005493,0.055212,0.055194,-0.000136,0.014584,0.014134,1.0
DGP2_heavy_tails,0.0,5000,Wild_Bootstrap,2000,2000,0.9395,0.005331,0.05515,0.055098,-0.000136,0.014584,0.014133,1.0
DGP2_heavy_tails,0.0,5000,Bootstrap_t,2000,2000,0.9375,0.005413,0.055251,0.055203,-0.000136,0.014584,0.014159,1.0
DGP2_heavy_tails,0.25,50,Naive_OLS,2000,2000,0.952,0.00478,0.576167,0.568917,-0.000866,0.142677,0.14328,1.0
DGP2_heavy_tails,0.25,50,Sandwich_HC0,2000,2000,0.9335,0.005571,0.547014,0.5338,-0.000866,0.142677,0.13603,1.0
DGP2_heavy_tails,0.25,50,Sandwich_HC3,2000,2000,0.952,0.00478,0.59224,0.575207,-0.000866,0.142677,0.147277,1.0
DGP2_heavy_tails,0.25,50,Bayesian,2000,2000,0.952,0.00478,0.576167,0.568917,-0.000866,0.142677,0.14328,1.0
DGP2_heavy_tails,0.25,50,AMRI,2000,2000,0.953,0.004732,0.589,0.571797,-0.000866,0.142677,0.146471,1.0
DGP2_heavy_tails,0.25,50,Pairs_Bootstrap,2000,2000,0.9365,0.005453,0.555612,0.546203,-0.000866,0.142677,0.141837,1.0
DGP2_heavy_tails,0.25,50,Wild_Bootstrap,2000,2000,0.92,0.006066,0.521313,0.511682,-0.000866,0.142677,0.135882,1.0
DGP2_heavy_tails,0.25,50,Bootstrap_t,2000,2000,0.942,0.005227,0.602832,0.576187,-0.000866,0.142677,0.147277,1.0
DGP2_heavy_tails,0.25,100,Naive_OLS,2000,2000,0.957,0.004536,0.399242,0.395827,0.000233,0.099038,0.100592,1.0
DGP2_heavy_tails,0.25,100,Sandwich_HC0,2000,2000,0.9465,0.005032,0.390599,0.384238,0.000233,0.099038,0.098414,1.0
DGP2_heavy_tails,0.25,100,Sandwich_HC3,2000,2000,0.9555,0.004611,0.406568,0.398844,0.000233,0.099038,0.102438,1.0
DGP2_heavy_tails,0.25,100,Bayesian,2000,2000,0.957,0.004536,0.399242,0.395827,0.000233,0.099038,0.100592,1.0
DGP2_heavy_tails,0.25,100,AMRI,2000,2000,0.9595,0.004408,0.407473,0.399384,0.000233,0.099038,0.102665,1.0
DGP2_heavy_tails,0.25,100,Pairs_Bootstrap,2000,2000,0.944,0.005141,0.391298,0.385261,0.000233,0.099038,0.100124,1.0
DGP2_heavy_tails,0.25,100,Wild_Bootstrap,2000,2000,0.9395,0.005331,0.379902,0.374997,0.000233,0.099038,0.098307,1.0
DGP2_heavy_tails,0.25,100,Bootstrap_t,2000,2000,0.947,0.00501,0.408834,0.398851,0.000233,0.099038,0.102438,1.0
DGP2_heavy_tails,0.25,250,Naive_OLS,2000,2000,0.958,0.004485,0.249978,0.249408,0.000566,0.06115,0.06346,1.0
DGP2_heavy_tails,0.25,250,Sandwich_HC0,2000,2000,0.954,0.004684,0.246959,0.244189,0.000566,0.06115,0.062694,1.0
DGP2_heavy_tails,0.25,250,Sandwich_HC3,2000,2000,0.9585,0.00446,0.250911,0.248115,0.000566,0.06115,0.063697,1.0
DGP2_heavy_tails,0.25,250,Bayesian,2000,2000,0.958,0.004485,0.249978,0.249408,0.000566,0.06115,0.06346,1.0
DGP2_heavy_tails,0.25,250,AMRI,2000,2000,0.959,0.004434,0.25262,0.249667,0.000566,0.06115,0.064131,1.0
DGP2_heavy_tails,0.25,250,Pairs_Bootstrap,2000,2000,0.951,0.004827,0.246532,0.244147,0.000566,0.06115,0.063074,1.0
DGP2_heavy_tails,0.25,250,Wild_Bootstrap,2000,2000,0.951,0.004827,0.243863,0.240775,0.000566,0.06115,0.062682,1.0
DGP2_heavy_tails,0.25,250,Bootstrap_t,2000,2000,0.9545,0.00466,0.25038,0.246969,0.000566,0.06115,0.063697,1.0
DGP2_heavy_tails,0.25,500,Naive_OLS,2000,2000,0.953,0.004732,0.175942,0.175454,-1.6e-05,0.044356,0.044775,1.0
DGP2_heavy_tails,0.25,500,Sandwich_HC0,2000,2000,0.9495,0.004896,0.174996,0.17394,-1.6e-05,0.044356,0.044534,1.0
DGP2_heavy_tails,0.25,500,Sandwich_HC3,2000,2000,0.951,0.004827,0.176411,0.175354,-1.6e-05,0.044356,0.044894,1.0
DGP2_heavy_tails,0.25,500,Bayesian,2000,2000,0.953,0.004732,0.175942,0.175454,-1.6e-05,0.044356,0.044775,1.0
DGP2_heavy_tails,0.25,500,AMRI,2000,2000,0.9535,0.004708,0.177896,0.175883,-1.6e-05,0.044356,0.045272,1.0
DGP2_heavy_tails,0.25,500,Pairs_Bootstrap,2000,2000,0.9495,0.004896,0.174323,0.173446,-1.6e-05,0.044356,0.044638,1.0
DGP2_heavy_tails,0.25,500,Wild_Bootstrap,2000,2000,0.9465,0.005032,0.173578,0.172825,-1.6e-05,0.044356,0.044529,1.0
DGP2_heavy_tails,0.25,500,Bootstrap_t,2000,2000,0.9485,0.004942,0.175787,0.174685,-1.6e-05,0.044356,0.044894,1.0
DGP2_heavy_tails,0.25,1000,Naive_OLS,2000,2000,0.944,0.005141,0.124159,0.123992,-0.00049,0.032543,0.031635,1.0
DGP2_heavy_tails,0.25,1000,Sandwich_HC0,2000,2000,0.9455,0.005076,0.123798,0.123665,-0.00049,0.032543,0.031543,1.0
DGP2_heavy_tails,0.25,1000,Sandwich_HC3,2000,2000,0.9465,0.005032,0.124293,0.124173,-0.00049,0.032543,0.031669,1.0
DGP2_heavy_tails,0.25,1000,Bayesian,2000,2000,0.944,0.005141,0.124159,0.123992,-0.00049,0.032543,0.031635,1.0
DGP2_heavy_tails,0.25,1000,AMRI,2000,2000,0.945,0.005098,0.125125,0.124155,-0.00049,0.032543,0.031881,1.0
DGP2_heavy_tails,0.25,1000,Pairs_Bootstrap,2000,2000,0.938,0.005392,0.12327,0.123007,-0.00049,0.032543,0.031568,1.0
DGP2_heavy_tails,0.25,1000,Wild_Bootstrap,2000,2000,0.9415,0.005248,0.122961,0.122643,-0.00049,0.032543,0.031517,1.0
DGP2_heavy_tails,0.25,1000,Bootstrap_t,2000,2000,0.945,0.005098,0.123791,0.123663,-0.00049,0.032543,0.031669,1.0
DGP2_heavy_tails,0.25,5000,Naive_OLS,2000,2000,0.9565,0.004561,0.055496,0.055491,-0.000387,0.014114,0.014154,1.0
DGP2_heavy_tails,0.25,5000,Sandwich_HC0,2000,2000,0.955,0.004635,0.055486,0.055447,-0.000387,0.014114,0.014151,1.0
DGP2_heavy_tails,0.25,5000,Sandwich_HC3,2000,2000,0.9555,0.004611,0.05553,0.055491,-0.000387,0.014114,0.014163,1.0
DGP2_heavy_tails,0.25,5000,Bayesian,2000,2000,0.9565,0.004561,0.055496,0.055491,-0.000387,0.014114,0.014154,1.0
DGP2_heavy_tails,0.25,5000,AMRI,2000,2000,0.958,0.004485,0.055918,0.055623,-0.000387,0.014114,0.014262,1.0
DGP2_heavy_tails,0.25,5000,Pairs_Bootstrap,2000,2000,0.9525,0.004756,0.055226,0.055184,-0.000387,0.014114,0.014152,1.0
DGP2_heavy_tails,0.25,5000,Wild_Bootstrap,2000,2000,0.9495,0.004896,0.05517,0.055121,-0.000387,0.014114,0.01413,1.0
DGP2_heavy_tails,0.25,5000,Bootstrap_t,2000,2000,0.9525,0.004756,0.055263,0.055228,-0.000387,0.014114,0.014163,1.0
DGP2_heavy_tails,0.5,50,Naive_OLS,2000,2000,0.9515,0.004804,0.574263,0.560949,-0.001786,0.147848,0.142807,1.0
DGP2_heavy_tails,0.5,50,Sandwich_HC0,2000,2000,0.9275,0.005798,0.546845,0.527205,-0.001786,0.147848,0.135988,1.0
DGP2_heavy_tails,0.5,50,Sandwich_HC3,2000,2000,0.953,0.004732,0.592163,0.570759,-0.001786,0.147848,0.147258,1.0
DGP2_heavy_tails,0.5,50,Bayesian,2000,2000,0.9515,0.004804,0.574263,0.560949,-0.001786,0.147848,0.142807,1.0
DGP2_heavy_tails,0.5,50,AMRI,2000,2000,0.9555,0.004611,0.590023,0.563152,-0.001786,0.147848,0.146725,1.0
DGP2_heavy_tails,0.5,50,Pairs_Bootstrap,2000,2000,0.927,0.005817,0.554279,0.537066,-0.001786,0.147848,0.14154,1.0
DGP2_heavy_tails,0.5,50,Wild_Bootstrap,2000,2000,0.917,0.006169,0.519651,0.504379,-0.001786,0.147848,0.135915,1.0
DGP2_heavy_tails,0.5,50,Bootstrap_t,2000,2000,0.929,0.005743,0.605955,0.571112,-0.001786,0.147848,0.147258,1.0
DGP2_heavy_tails,0.5,100,Naive_OLS,2000,2000,0.945,0.005098,0.397631,0.39384,9.8e-05,0.102028,0.100186,1.0
DGP2_heavy_tails,0.5,100,Sandwich_HC0,2000,2000,0.9375,0.005413,0.387742,0.380243,9.8e-05,0.102028,0.097694,1.0
DGP2_heavy_tails,0.5,100,Sandwich_HC3,2000,2000,0.9475,0.004987,0.403579,0.395051,9.8e-05,0.102028,0.101684,1.0
DGP2_heavy_tails,0.5,100,Bayesian,2000,2000,0.945,0.005098,0.397631,0.39384,9.8e-05,0.102028,0.100186,1.0
DGP2_heavy_tails,0.5,100,AMRI,2000,2000,0.9475,0.004987,0.405976,0.39512,9.8e-05,0.102028,0.102288,1.0
DGP2_heavy_tails,0.5,100,Pairs_Bootstrap,2000,2000,0.9365,0.005453,0.389241,0.381658,9.8e-05,0.102028,0.099462,1.0
DGP2_heavy_tails,0.5,100,Wild_Bootstrap,2000,2000,0.9305,0.005686,0.376638,0.370176,9.8e-05,0.102028,0.09762,1.0
DGP2_heavy_tails,0.5,100,Bootstrap_t,2000,2000,0.938,0.005392,0.406901,0.395599,9.8e-05,0.102028,0.101684,1.0
DGP2_heavy_tails,0.5,250,Naive_OLS,2000,2000,0.9555,0.004611,0.249315,0.248036,0.001148,0.062618,0.063292,1.0
DGP2_heavy_tails,0.5,250,Sandwich_HC0,2000,2000,0.9495,0.004896,0.246648,0.243581,0.001148,0.062618,0.062615,1.0
DGP2_heavy_tails,0.5,250,Sandwich_HC3,2000,2000,0.953,0.004732,0.250628,0.247456,0.001148,0.062618,0.063625,1.0
DGP2_heavy_tails,0.5,250,Bayesian,2000,2000,0.9555,0.004611,0.249315,0.248036,0.001148,0.062618,0.063292,1.0
DGP2_heavy_tails,0.5,250,AMRI,2000,2000,0.959,0.004434,0.252428,0.248738,0.001148,0.062618,0.064082,1.0
DGP2_heavy_tails,0.5,250,Pairs_Bootstrap,2000,2000,0.9485,0.004942,0.246137,0.24296,0.001148,0.062618,0.062966,1.0
DGP2_heavy_tails,0.5,250,Wild_Bootstrap,2000,2000,0.951,0.004827,0.243171,0.240457,0.001148,0.062618,0.062584,1.0
DGP2_heavy_tails,0.5,250,Bootstrap_t,2000,2000,0.95,0.004873,0.250241,0.246846,0.001148,0.062618,0.063625,1.0
DGP2_heavy_tails,0.5,500,Naive_OLS,2000,2000,0.9485,0.004942,0.17596,0.175691,-0.00058,0.045458,0.04478,1.0
DGP2_heavy_tails,0.5,500,Sandwich_HC0,2000,2000,0.9425,0.005205,0.174534,0.173476,-0.00058,0.045458,0.044416,1.0
DGP2_heavy_tails,0.5,500,Sandwich_HC3,2000,2000,0.9435,0.005163,0.17593,0.174844,-0.00058,0.045458,0.044772,1.0
DGP2_heavy_tails,0.5,500,Bayesian,2000,2000,0.9485,0.004942,0.17596,0.175691,-0.00058,0.045458,0.04478,1.0
DGP2_heavy_tails,0.5,500,AMRI,2000,2000,0.9485,0.004942,0.177825,0.175853,-0.00058,0.045458,0.045254,1.0
DGP2_heavy_tails,0.5,500,Pairs_Bootstrap,2000,2000,0.9385,0.005372,0.174017,0.173168,-0.00058,0.045458,0.044544,1.0
DGP2_heavy_tails,0.5,500,Wild_Bootstrap,2000,2000,0.94,0.00531,0.172788,0.172133,-0.00058,0.045458,0.044349,1.0
DGP2_heavy_tails,0.5,500,Bootstrap_t,2000,2000,0.94,0.00531,0.175492,0.174352,-0.00058,0.045458,0.044772,1.0
DGP2_heavy_tails,0.5,1000,Naive_OLS,2000,2000,0.9475,0.004987,0.124095,0.123892,-0.001217,0.031633,0.031619,1.0
DGP2_heavy_tails,0.5,1000,Sandwich_HC0,2000,2000,0.9465,0.005032,0.123547,0.123074,-0.001217,0.031633,0.03148,1.0
DGP2_heavy_tails,0.5,1000,Sandwich_HC3,2000,2000,0.9475,0.004987,0.124041,0.123558,-0.001217,0.031633,0.031605,1.0
DGP2_heavy_tails,0.5,1000,Bayesian,2000,2000,0.9475,0.004987,0.124095,0.123892,-0.001217,0.031633,0.031619,1.0
DGP2_heavy_tails,0.5,1000,AMRI,2000,2000,0.9475,0.004987,0.12515,0.124054,-0.001217,0.031633,0.031888,1.0
DGP2_heavy_tails,0.5,1000,Pairs_Bootstrap,2000,2000,0.9425,0.005205,0.123237,0.123047,-0.001217,0.031633,0.031522,1.0
DGP2_heavy_tails,0.5,1000,Wild_Bootstrap,2000,2000,0.9445,0.00512,0.12258,0.122271,-0.001217,0.031633,0.031439,1.0
DGP2_heavy_tails,0.5,1000,Bootstrap_t,2000,2000,0.944,0.005141,0.123667,0.123272,-0.001217,0.031633,0.031605,1.0
DGP2_heavy_tails,0.5,5000,Naive_OLS,2000,2000,0.9505,0.00485,0.055493,0.055484,0.000125,0.013962,0.014153,1.0
DGP2_heavy_tails,0.5,5000,Sandwich_HC0,2000,2000,0.9505,0.00485,0.055468,0.055413,0.000125,0.013962,0.014147,1.0
DGP2_heavy_tails,0.5,5000,Sandwich_HC3,2000,2000,0.9505,0.00485,0.055512,0.055457,0.000125,0.013962,0.014158,1.0
DGP2_heavy_tails,0.5,5000,Bayesian,2000,2000,0.9505,0.00485,0.055493,0.055484,0.000125,0.013962,0.014153,1.0
DGP2_heavy_tails,0.5,5000,AMRI,2000,2000,0.9545,0.00466,0.056084,0.055646,0.000125,0.013962,0.014304,1.0
DGP2_heavy_tails,0.5,5000,Pairs_Bootstrap,2000,2000,0.9505,0.00485,0.055261,0.055146,0.000125,0.013962,0.01414,1.0
DGP2_heavy_tails,0.5,5000,Wild_Bootstrap,2000,2000,0.9515,0.004804,0.055181,0.0551,0.000125,0.013962,0.014139,1.0
